time,time_us,eA,eB,eC
111,11100000,0,0,0
112,11200000,0,0,0
113,11300000,0,0,0
114,11400000,0,0,0
115,11500000,0,0,0
116,11600000,0,0,0
117,11700000,0,0,0
118,11800000,0,0,0
119,11900000,0,0,0
120,12000000,0,0,0
121,12100000,0,-1,0
122,12200000,0,-1,0
123,12300000,0,-1,0
124,12400000,0,-1,0
125,12500000,0,0,0
126,12600000,0,-1,0
127,12700000,0,-1,0
128,12800000,0,0,0
129,12900000,0,0,0
130,13000000,0,-1,0
131,13100000,0,-1,0
132,13200000,0,0,0
133,13300000,0,0,0
134,13400000,0,0,0
135,13500000,0,0,0
136,13600000,0,0,0
137,13700000,0,0,0
138,13800000,0,0,0
139,13900000,0,0,0
140,14000000,0,0,0
141,14100000,0,0,0
142,14200000,0,0,0
143,14300000,0,0,0
144,14400000,0,0,0
145,14500000,0,0,0
146,14600000,0,0,0
147,14700000,0,0,0
148,14800000,0,0,0
149,14900000,0,0,0
150,15000000,0,0,0
151,15100000,0,0,0
152,15200000,0,0,0
153,15300000,0,0,0
154,15400000,0,0,0
155,15500000,0,0,0
156,15600000,1,0,0
157,15700000,0,0,0
158,15800000,1,0,0
159,15900000,0,0,0
160,16000000,0,0,0
161,16100000,0,-1,0
162,16200000,0,0,0
163,16300000,0,0,0
164,16400000,0,0,0
165,16500000,2,2,0
166,16600000,4,5,0
167,16700000,3,6,0
168,16800000,4,5,0
169,16900000,4,5,0
170,17000000,4,5,1
171,17100000,4,5,0
172,17200000,4,5,1
173,17300000,4,5,1
174,17400000,4,4,1
175,17500000,4,5,1
176,17600000,4,5,0
177,17700000,4,5,1
178,17800000,4,5,1
179,17900000,4,5,1
180,18000000,4,5,0
181,18100000,4,5,0
182,18200000,4,5,1
183,18300000,3,5,0
184,18400000,4,5,0
185,18500000,4,5,0
186,18600000,4,5,0
187,18700000,4,5,0
188,18800000,4,5,0
189,18900000,4,5,1
190,19000000,4,5,1
191,19100000,4,5,1
192,19200000,4,4,1
193,19300000,4,5,1
194,19400000,4,5,1
195,19500000,4,5,1
196,19600000,4,5,1
197,19700000,4,5,1
198,19800000,4,5,1
199,19900000,4,5,1
200,20000000,2,2,1
201,20100000,0,0,0
202,20200000,0,0,0
203,20300000,0,0,0
204,20400000,0,0,0
205,20500000,0,0,0
206,20600000,0,0,0
207,20700000,0,0,0
208,20800000,0,-1,0
209,20900000,0,0,0
210,21000000,0,0,0
211,21100000,0,0,0
212,21200000,0,-1,1
213,21300000,0,-1,1
214,21400000,0,-1,0
215,21500000,0,0,0
216,21600000,0,-1,1
217,21700000,0,-1,1
218,21800000,0,-1,1
219,21900000,0,-1,1
220,22000000,0,-1,1
221,22100000,0,-1,1
222,22200000,0,-1,0
223,22300000,0,0,0
224,22400000,0,0,0
225,22500000,0,0,0
226,22600000,0,0,0
227,22700000,0,0,0
228,22800000,0,-1,0
229,22900000,0,-1,1
230,23000000,0,-1,0
231,23100000,0,0,0
232,23200000,0,0,0
233,23300000,0,-1,0
234,23400000,0,-1,0
235,23500000,0,0,0
236,23600000,0,0,0
237,23700000,0,0,0
238,23800000,0,0,0
239,23900000,0,0,0
240,24000000,0,0,0
241,24100000,0,0,0
242,24200000,-1,0,0
243,24300000,-1,-1,1
244,24400000,0,0,0
245,24500000,0,0,0
246,24600000,0,0,0
247,24700000,0,0,0
248,24800000,0,-1,0
249,24900000,0,0,0
250,25000000,0,0,0
251,25100000,0,0,0
252,25200000,0,0,0
253,25300000,0,0,0
254,25400000,0,0,0
255,25500000,0,0,0
256,25600000,0,0,0
257,25700000,0,0,0
258,25800000,0,0,0
259,25900000,0,0,0
260,26000000,0,0,0
261,26100000,0,0,0
262,26200000,0,0,0
263,26300000,0,0,0
264,26400000,0,0,0
265,26500000,0,0,0
266,26600000,0,0,0
267,26700000,0,0,0
268,26800000,0,0,0
269,26900000,0,0,0
270,27000000,0,0,0
271,27100000,0,0,0
272,27200000,0,0,0
273,27300000,0,0,0
274,27400000,0,0,0
275,27500000,0,0,0
276,27600000,0,0,0
277,27700000,0,0,0
278,27800000,0,0,0
279,27900000,0,0,0
280,28000000,0,0,0
281,28100000,0,0,0
282,28200000,0,0,0
283,28300000,0,0,0
284,28400000,0,0,0
285,28500000,0,0,0
286,28600000,0,-1,0
287,28700000,0,0,0
288,28800000,0,0,0
289,28900000,0,0,0
290,29000000,0,-1,0
291,29100000,0,-1,0
292,29200000,0,0,0
293,29300000,0,0,0
294,29400000,0,0,0
295,29500000,0,0,0
296,29600000,0,0,0
297,29700000,0,0,0
298,29800000,0,0,0
299,29900000,0,0,0
300,30000000,0,-1,0
301,30100000,0,-1,1
302,30200000,0,0,0
303,30300000,0,0,0
304,30400000,0,0,0
305,30500000,0,-1,0
306,30600000,0,-1,0
307,30700000,0,-1,0
308,30800000,0,-1,0
309,30900000,0,-1,0
310,31000000,0,-1,0
311,31100000,0,0,0
312,31200000,0,0,0
313,31300000,0,0,0
314,31400000,0,0,0
315,31500000,0,0,0
316,31600000,0,0,0
317,31700000,0,0,0
318,31800000,0,0,0
319,31900000,0,-1,0
320,32000000,0,-1,0
321,32100000,1,-1,0
322,32200000,0,0,0
323,32300000,0,-1,0
324,32400000,0,-1,0
325,32500000,0,0,0
326,32600000,0,-1,0
327,32700000,0,-1,0
328,32800000,1,-1,0
329,32900000,0,-1,0
330,33000000,0,-1,0
331,33100000,1,-1,0
332,33200000,0,0,0
333,33300000,1,-1,0
334,33400000,1,-1,0
335,33500000,1,-1,0
336,33600000,1,0,0
337,33700000,0,0,0
338,33800000,1,0,0
339,33900000,1,-1,0
340,34000000,1,-1,0
341,34100000,0,0,0
342,34200000,0,-1,0
343,34300000,1,-1,0
344,34400000,1,-1,0
345,34500000,1,-1,0
346,34600000,1,-1,0
347,34700000,1,-1,0
348,34800000,1,-1,0
349,34900000,1,-1,0
350,35000000,1,-1,0
351,35100000,1,-1,0
352,35200000,0,-1,0
353,35300000,0,-1,0
354,35400000,1,-1,0
355,35500000,0,0,0
356,35600000,0,0,0
357,35700000,0,0,0
358,35800000,0,0,0
359,35900000,0,0,0
360,36000000,0,0,0
361,36100000,0,0,0
362,36200000,0,0,0
363,36300000,0,0,0
364,36400000,0,0,0
365,36500000,0,0,0
366,36600000,0,0,0
367,36700000,0,0,0
368,36800000,0,0,0
369,36900000,0,0,0
370,37000000,0,0,0
371,37100000,0,0,0
372,37200000,0,0,0
373,37300000,0,0,0
374,37400000,0,0,0
375,37500000,0,0,0
376,37600000,0,0,0
377,37700000,0,-1,0
378,37800000,0,0,0
379,37900000,0,0,0
380,38000000,0,-1,0
381,38100000,0,0,0
382,38200000,0,-1,0
383,38300000,0,-1,1
384,38400000,0,-1,1
385,38500000,0,-1,0
386,38600000,0,0,0
387,38700000,0,-1,0
388,38800000,0,0,0
389,38900000,0,-1,0
390,39000000,0,-1,0
391,39100000,0,0,0
392,39200000,0,-1,0
393,39300000,0,-1,0
394,39400000,0,0,0
395,39500000,0,0,0
396,39600000,0,0,0
397,39700000,0,0,0
398,39800000,0,0,0
399,39900000,0,0,0
400,40000000,0,0,0
401,40100000,0,0,0
402,40200000,0,0,0
403,40300000,0,-1,0
404,40400000,0,0,0
405,40500000,0,0,0
406,40600000,1,-1,0
407,40700000,0,-1,0
408,40800000,1,-1,0
409,40900000,0,0,0
410,41000000,0,0,0
411,41100000,0,0,0
412,41200000,0,0,0
413,41300000,0,0,0
414,41400000,0,0,0
415,41500000,0,0,0
416,41600000,0,-1,0
417,41700000,0,0,0
418,41800000,0,0,0
419,41900000,0,0,0
420,42000000,0,0,0
421,42100000,0,-1,0
422,42200000,1,0,0
423,42300000,0,0,0
424,42400000,0,0,0
425,42500000,0,0,0
426,42600000,1,0,0
427,42700000,0,0,0
428,42800000,0,-1,0
429,42900000,0,-1,0
430,43000000,0,-1,0
431,43100000,0,0,0
432,43200000,0,0,0
433,43300000,0,0,0
434,43400000,0,0,0
435,43500000,0,0,0
436,43600000,1,0,0
437,43700000,1,-1,0
438,43800000,0,-1,0
439,43900000,0,0,0
440,44000000,0,0,0
441,44100000,0,0,0
442,44200000,1,0,0
443,44300000,1,0,0
444,44400000,0,0,0
445,44500000,0,0,0
446,44600000,0,0,0
447,44700000,0,0,0
448,44800000,0,0,0
449,44900000,0,0,0
450,45000000,0,0,0
451,45100000,1,0,0
452,45200000,0,0,0
453,45300000,0,0,0
454,45400000,0,-1,0
455,45500000,0,-1,0
456,45600000,0,-1,0
457,45700000,0,-1,0
458,45800000,0,-1,1
459,45900000,0,-1,0
460,46000000,0,-1,0
461,46100000,0,-1,0
462,46200000,0,-1,0
463,46300000,0,-1,0
464,46400000,0,-1,0
465,46500000,0,-1,0
466,46600000,0,0,0
467,46700000,0,0,0
468,46800000,0,0,0
469,46900000,0,0,0
470,47000000,0,0,0
471,47100000,1,0,-1
472,47200000,1,0,0
473,47300000,1,0,0
474,47400000,1,0,0
475,47500000,1,0,0
476,47600000,0,0,0
477,47700000,0,0,0
478,47800000,0,-1,0
479,47900000,0,-1,0
480,48000000,0,0,0
481,48100000,0,0,0
482,48200000,0,0,0
483,48300000,0,-1,0
484,48400000,1,0,0
485,48500000,1,0,0
486,48600000,1,0,0
487,48700000,0,0,0
488,48800000,1,0,0
489,48900000,0,0,0
490,49000000,1,0,0
491,49100000,0,0,0
492,49200000,0,0,0
493,49300000,0,0,0
494,49400000,0,0,0
495,49500000,0,0,0
496,49600000,0,0,0
497,49700000,1,-1,0
498,49800000,0,-1,0
499,49900000,0,0,0
500,50000000,1,0,0
501,50100000,1,0,0
502,50200000,1,0,0
503,50300000,1,0,0
504,50400000,1,-1,0
505,50500000,0,0,0
506,50600000,0,-1,0
507,50700000,0,-1,0
508,50800000,0,-1,0
509,50900000,1,-1,0
510,51000000,1,-1,0
511,51100000,1,-1,0
512,51200000,1,-1,0
513,51300000,1,0,0
514,51400000,1,0,0
515,51500000,1,0,0
516,51600000,0,0,0
517,51700000,0,0,0
518,51800000,0,-1,0
519,51900000,0,-1,0
520,52000000,1,-1,0
521,52100000,0,0,0
522,52200000,0,0,0
523,52300000,0,0,0
524,52400000,0,0,0
525,52500000,1,0,0
526,52600000,1,0,0
527,52700000,0,0,0
528,52800000,0,-1,0
529,52900000,0,-1,1
530,53000000,0,-1,0
531,53100000,0,0,0
532,53200000,0,0,0
533,53300000,0,0,0
534,53400000,0,0,0
535,53500000,0,-1,0
536,53600000,1,-1,0
537,53700000,0,-1,0
538,53800000,0,-1,0
539,53900000,0,-1,0
540,54000000,0,-1,0
541,54100000,0,0,0
542,54200000,0,0,0
543,54300000,0,-1,0
544,54400000,1,-1,0
545,54500000,1,-1,0
546,54600000,1,-1,0
547,54700000,1,-1,0
548,54800000,0,-1,0
549,54900000,0,-1,0
550,55000000,0,0,0
551,55100000,0,0,0
552,55200000,0,0,0
553,55300000,0,0,0
554,55400000,0,0,0
555,55500000,0,0,0
556,55600000,0,0,0
557,55700000,0,0,0
558,55800000,0,0,0
559,55900000,0,0,0
560,56000000,1,0,0
561,56100000,1,0,0
562,56200000,1,-1,0
563,56300000,1,-1,0
564,56400000,0,0,0
565,56500000,1,0,0
566,56600000,0,0,0
567,56700000,0,0,0
568,56800000,0,0,0
569,56900000,0,0,0
570,57000000,0,0,0
571,57100000,0,0,0
572,57200000,0,0,0
573,57300000,0,0,0
574,57400000,0,-1,0
575,57500000,1,-1,0
576,57600000,0,0,0
577,57700000,0,-1,0
578,57800000,0,-1,0
579,57900000,1,-1,0
580,58000000,0,-1,0
581,58100000,0,-1,0
582,58200000,0,-1,0
583,58300000,0,0,0
584,58400000,0,0,0
585,58500000,0,0,0
586,58600000,0,0,0
587,58700000,0,-1,0
588,58800000,0,-1,0
589,58900000,0,-1,0
590,59000000,0,-1,0
591,59100000,0,-1,0
592,59200000,0,-1,0
593,59300000,0,-1,0
594,59400000,0,-1,0
595,59500000,0,-1,0
596,59600000,0,-1,0
597,59700000,0,-1,0
598,59800000,0,-1,0
599,59900000,0,-1,0
600,60000000,0,-1,0
601,60100000,0,-1,0
602,60200000,0,-1,0
603,60300000,0,-1,0
604,60400000,0,-1,0
605,60500000,0,-1,0
606,60600000,0,-1,0
607,60700000,0,-1,0
608,60800000,0,-1,0
609,60900000,0,0,0
610,61000000,0,-1,0
611,61100000,0,-1,1
612,61200000,0,-1,0
613,61300000,0,-1,0
614,61400000,0,0,0
615,61500000,0,-1,0
616,61600000,0,-1,1
617,61700000,0,-1,0
618,61800000,0,-1,0
619,61900000,0,-1,0
620,62000000,0,-1,0
621,62100000,0,-1,0
622,62200000,0,-1,0
623,62300000,0,-1,0
624,62400000,0,-1,0
625,62500000,0,0,0
626,62600000,0,0,0
627,62700000,0,0,0
628,62800000,0,0,0
629,62900000,0,0,0
630,63000000,0,-1,0
631,63100000,0,0,0
632,63200000,0,-1,0
633,63300000,0,0,0
634,63400000,0,0,0
635,63500000,0,0,0
636,63600000,0,0,0
637,63700000,0,0,0
638,63800000,0,0,0
639,63900000,0,-1,0
640,64000000,0,-1,0
641,64100000,0,-1,0
642,64200000,0,-1,0
643,64300000,0,0,0
644,64400000,0,0,0
645,64500000,0,-1,0
646,64600000,0,-1,0
647,64700000,0,0,0
648,64800000,0,-1,0
649,64900000,0,0,0
650,65000000,0,0,0
651,65100000,0,-1,0
652,65200000,0,-1,0
653,65300000,0,-1,0
654,65400000,0,-1,0
655,65500000,0,-1,0
656,65600000,1,-1,0
657,65700000,0,-1,0
658,65800000,0,-1,0
659,65900000,1,-1,0
660,66000000,1,-1,0
661,66100000,0,-1,0
662,66200000,0,-1,0
663,66300000,1,-1,0
664,66400000,1,-1,0
665,66500000,1,0,0
666,66600000,0,-1,0
667,66700000,0,-1,0
668,66800000,0,-1,0
669,66900000,0,0,0
670,67000000,0,-1,0
671,67100000,0,-1,0
672,67200000,0,-1,0
673,67300000,0,-1,0
674,67400000,0,-1,0
675,67500000,1,-1,0
676,67600000,0,-1,0
677,67700000,0,-1,0
678,67800000,0,-1,1
679,67900000,0,-1,0
680,68000000,0,-1,0
681,68100000,0,-1,0
682,68200000,0,-1,0
683,68300000,0,-1,0
684,68400000,0,-1,0
685,68500000,1,-1,0
686,68600000,0,-1,0
687,68700000,1,0,0
688,68800000,1,0,0
689,68900000,0,-1,0
690,69000000,0,-1,0
691,69100000,1,0,0
692,69200000,1,0,0
693,69300000,1,0,0
694,69400000,1,-1,0
695,69500000,0,-1,0
696,69600000,1,-1,0
697,69700000,1,-1,0
698,69800000,1,-1,0
699,69900000,1,-1,0
700,70000000,1,-1,0
701,70100000,1,-1,0
702,70200000,1,-1,0
703,70300000,0,-1,0
704,70400000,0,-1,0
705,70500000,1,-1,0
706,70600000,0,-1,0
707,70700000,0,-1,0
708,70800000,0,-1,0
709,70900000,0,-1,0
710,71000000,0,-1,0
711,71100000,0,0,0
712,71200000,0,0,0
713,71300000,0,-1,0
714,71400000,0,-1,0
715,71500000,0,-1,0
716,71600000,1,-1,0
717,71700000,0,0,0
718,71800000,0,-1,0
719,71900000,0,-1,0
720,72000000,1,-1,0
721,72100000,0,0,0
722,72200000,0,0,0
723,72300000,0,0,0
724,72400000,0,0,0
725,72500000,0,0,0
726,72600000,0,-1,0
727,72700000,0,-1,0
728,72800000,0,-1,0
729,72900000,0,-1,0
730,73000000,0,0,0
731,73100000,0,0,0
732,73200000,0,0,0
733,73300000,0,-1,0
734,73400000,0,-1,0
735,73500000,0,-1,1
736,73600000,0,-1,1
737,73700000,0,-1,0
738,73800000,0,-1,0
739,73900000,0,-1,0
740,74000000,0,-1,0
741,74100000,0,0,0
742,74200000,0,0,0
743,74300000,0,0,0
744,74400000,1,-1,0
745,74500000,0,0,0
746,74600000,0,0,0
747,74700000,0,0,0
748,74800000,0,0,0
749,74900000,0,0,0
750,75000000,0,-1,0
751,75100000,0,-1,0
752,75200000,0,0,0
753,75300000,0,-1,0
754,75400000,0,-1,0
755,75500000,0,-1,0
756,75600000,0,-1,1
757,75700000,0,-1,0
758,75800000,0,-1,0
759,75900000,0,-1,0
760,76000000,0,-1,0
761,76100000,0,0,0
762,76200000,0,0,0
763,76300000,0,0,0
764,76400000,0,0,0
765,76500000,0,-1,0
766,76600000,1,-1,0
767,76700000,1,-1,0
768,76800000,0,-1,0
769,76900000,0,-1,0
770,77000000,0,0,0
771,77100000,0,0,0
772,77200000,0,0,0
773,77300000,0,0,0
774,77400000,0,0,0
775,77500000,0,0,0
776,77600000,1,-1,0
777,77700000,0,-1,0
778,77800000,0,-1,0
779,77900000,0,-1,0
780,78000000,0,-1,0
781,78100000,0,-1,0
782,78200000,0,0,0
783,78300000,0,0,0
784,78400000,0,0,0
785,78500000,0,0,0
786,78600000,1,0,0
787,78700000,1,-1,0
788,78800000,1,-1,0
789,78900000,1,-1,0
790,79000000,1,-1,0
791,79100000,0,-1,0
792,79200000,1,-1,0
793,79300000,1,0,0
794,79400000,0,0,0
795,79500000,0,-1,0
796,79600000,1,-1,0
797,79700000,1,-1,0
798,79800000,1,-1,0
799,79900000,1,-1,0
800,80000000,1,0,0
801,80100000,0,0,0
802,80200000,0,0,0
803,80300000,0,0,0
804,80400000,0,-1,0
805,80500000,0,0,0
806,80600000,0,0,0
807,80700000,0,0,0
808,80800000,0,-1,0
809,80900000,0,-1,0
810,81000000,0,-1,0
811,81100000,0,-1,0
812,81200000,0,0,0
813,81300000,0,0,0
814,81400000,0,-1,0
815,81500000,0,-1,0
816,81600000,0,-1,0
817,81700000,0,-1,0
818,81800000,0,-1,0
819,81900000,0,0,0
820,82000000,0,0,0
821,82100000,0,0,0
822,82200000,0,0,0
823,82300000,1,0,0
824,82400000,1,0,0
825,82500000,1,0,0
826,82600000,1,0,0
827,82700000,0,0,0
828,82800000,0,-1,0
829,82900000,0,0,0
830,83000000,0,0,0
831,83100000,0,0,0
832,83200000,0,0,0
833,83300000,0,-1,0
834,83400000,0,-1,0
835,83500000,0,-1,0
836,83600000,0,-2,1
837,83700000,0,-2,1
838,83800000,0,-1,0
839,83900000,0,-1,0
840,84000000,0,-1,0
841,84100000,0,-1,0
842,84200000,0,-1,0
843,84300000,0,-1,0
844,84400000,0,-1,0
845,84500000,0,-1,1
846,84600000,0,-1,1
847,84700000,0,-1,0
848,84800000,0,0,0
849,84900000,0,0,0
850,85000000,0,-1,0
851,85100000,0,0,0
852,85200000,0,0,0
853,85300000,0,-1,0
854,85400000,0,-1,0
855,85500000,0,-1,0
856,85600000,0,0,0
857,85700000,1,-1,0
858,85800000,0,-1,0
859,85900000,0,-1,0
860,86000000,0,-1,0
861,86100000,1,0,0
862,86200000,1,-1,0
863,86300000,1,-1,0
864,86400000,1,-1,0
865,86500000,1,-1,0
866,86600000,1,-1,0
867,86700000,1,-1,0
868,86800000,1,-1,0
869,86900000,1,-1,0
870,87000000,1,-1,0
871,87100000,1,-1,0
872,87200000,1,-1,0
873,87300000,1,-1,0
874,87400000,1,-1,0
875,87500000,1,-2,0
876,87600000,1,-1,0
877,87700000,1,-1,-1
878,87800000,1,-1,0
879,87900000,1,-1,0
880,88000000,1,-1,0
881,88100000,1,-1,0
882,88200000,1,-1,0
883,88300000,1,-1,0
884,88400000,1,-1,0
885,88500000,0,-1,0
886,88600000,0,-1,0
887,88700000,1,-1,0
888,88800000,1,-1,0
889,88900000,0,-1,0
890,89000000,1,-1,0
891,89100000,1,-1,0
892,89200000,1,-1,0
893,89300000,0,-1,0
894,89400000,1,-1,0
895,89500000,1,-1,0
896,89600000,0,-1,0
897,89700000,0,-1,0
898,89800000,1,-1,0
899,89900000,1,-1,0
900,90000000,1,-1,0
901,90100000,1,-1,0
902,90200000,1,-1,-1
903,90300000,1,-1,-1
904,90400000,1,-1,0
905,90500000,1,-1,0
906,90600000,1,-1,0
907,90700000,1,-1,0
908,90800000,1,-1,0
909,90900000,1,0,0
910,91000000,1,-1,-1
911,91100000,1,-1,-1
912,91200000,2,-1,0
913,91300000,1,-1,0
914,91400000,2,-1,0
915,91500000,1,-1,0
916,91600000,1,-1,0
917,91700000,1,-1,0
918,91800000,1,-1,0
919,91900000,1,-1,0
920,92000000,1,-1,-1
921,92100000,1,0,-1
922,92200000,2,0,-1
923,92300000,2,-1,-1
924,92400000,2,-1,-1
925,92500000,2,0,-1
926,92600000,1,0,-1
927,92700000,2,-1,-1
928,92800000,1,-1,-1
929,92900000,2,-1,0
930,93000000,2,-1,0
931,93100000,2,-1,-1
932,93200000,2,-1,0
933,93300000,1,-1,0
934,93400000,1,-1,-1
935,93500000,1,-1,0
936,93600000,1,-1,0
937,93700000,1,-1,0
938,93800000,1,-1,0
939,93900000,0,-1,0
940,94000000,1,-1,0
941,94100000,1,-1,0
942,94200000,1,-1,-1
943,94300000,1,-1,0
944,94400000,1,-1,0
945,94500000,1,-1,0
946,94600000,1,-1,0
947,94700000,2,-1,0
948,94800000,1,-1,0
949,94900000,1,-1,0
950,95000000,1,-1,0
951,95100000,1,-1,0
952,95200000,1,-1,0
953,95300000,1,-1,0
954,95400000,1,-1,0
955,95500000,1,-1,0
956,95600000,1,0,0
957,95700000,1,-1,0
958,95800000,1,-1,0
959,95900000,1,-1,0
960,96000000,0,-2,0
961,96100000,0,-1,0
962,96200000,1,-1,0
963,96300000,1,-1,0
964,96400000,1,-1,0
965,96500000,1,-1,0
966,96600000,1,-1,-1
967,96700000,1,0,0
968,96800000,0,-1,0
969,96900000,0,0,0
970,97000000,0,0,0
971,97100000,0,-1,0
972,97200000,0,-1,0
973,97300000,1,-1,0
974,97400000,1,-1,0
975,97500000,1,-1,0
976,97600000,1,0,0
977,97700000,1,-1,0
978,97800000,0,0,0
979,97900000,0,-1,0
980,98000000,0,0,0
981,98100000,1,0,0
982,98200000,1,0,-1
983,98300000,1,0,0
984,98400000,1,0,0
985,98500000,1,0,0
986,98600000,0,0,0
987,98700000,0,-1,0
988,98800000,0,-1,0
989,98900000,0,-1,0
990,99000000,0,0,0
991,99100000,1,-1,0
992,99200000,1,-1,0
993,99300000,1,-1,-1
994,99400000,1,-1,0
995,99500000,1,-1,0
996,99600000,1,-1,-1
997,99700000,1,-1,0
998,99800000,1,-1,0
999,99900000,0,0,0
1000,100000000,0,-1,0
1001,100100000,0,-1,0
1002,100200000,0,-1,0
1003,100300000,0,-1,0
1004,100400000,1,-1,0
1005,100500000,1,-1,0
1006,100600000,1,-1,0
1007,100700000,1,0,0
1008,100800000,1,0,-1
1009,100900000,1,0,-1
1010,101000000,2,-1,-1
1011,101100000,2,0,-1
1012,101200000,1,0,-1
1013,101300000,2,0,-1
1014,101400000,2,-1,-1
1015,101500000,1,-1,-1
1016,101600000,1,-1,-1
1017,101700000,2,0,-1
1018,101800000,2,0,-1
1019,101900000,1,0,-1
1020,102000000,1,0,-1
1021,102100000,1,0,-1
1022,102200000,1,0,0
1023,102300000,1,0,-1
1024,102400000,2,0,-1
1025,102500000,1,0,-1
1026,102600000,1,0,-1
1027,102700000,1,0,-1
1028,102800000,1,0,-1
1029,102900000,1,0,-1
1030,103000000,1,-1,-1
1031,103100000,1,0,-1
1032,103200000,1,0,0
1033,103300000,1,-1,0
1034,103400000,1,-1,0
1035,103500000,1,-1,-1
1036,103600000,1,-1,-1
1037,103700000,1,0,-1
1038,103800000,3,2,-1
1039,103900000,5,5,-1
1040,104000000,7,7,0
1041,104100000,11,13,0
1042,104200000,14,17,1
1043,104300000,14,18,0
1044,104400000,14,18,1
1045,104500000,14,18,1
1046,104600000,14,18,0
1047,104700000,14,18,0
1048,104800000,15,20,0
1049,104900000,17,23,1
1050,105000000,19,26,1
1051,105100000,20,27,1
1052,105200000,20,28,1
1053,105300000,21,28,1
1054,105400000,21,28,1
1055,105500000,21,29,1
1056,105600000,21,29,1
1057,105700000,21,29,1
1058,105800000,21,29,1
1059,105900000,21,29,1
1060,106000000,20,29,1
1061,106100000,21,29,1
1062,106200000,21,29,2
1063,106300000,20,28,2
1064,106400000,21,29,1
1065,106500000,20,29,2
1066,106600000,19,29,2
1067,106700000,20,29,2
1068,106800000,21,29,2
1069,106900000,21,30,2
1070,107000000,21,31,1
1071,107100000,22,31,1
1072,107200000,24,34,1
1073,107300000,26,37,1
1074,107400000,28,40,2
1075,107500000,29,42,2
1076,107600000,30,44,2
1077,107700000,32,46,2
1078,107800000,33,48,2
1079,107900000,33,48,2
1080,108000000,34,48,3
1081,108100000,34,48,2
1082,108200000,36,52,2
1083,108300000,38,55,3
1084,108400000,40,58,3
1085,108500000,43,61,3
1086,108600000,44,63,3
1087,108700000,44,64,3
1088,108800000,46,67,3
1089,108900000,47,68,4
1090,109000000,48,69,4
1091,109100000,48,69,3
1092,109200000,47,69,3
1093,109300000,48,69,4
1094,109400000,48,69,3
1095,109500000,47,69,3
1096,109600000,47,69,3
1097,109700000,48,69,3
1098,109800000,49,70,3
1099,109900000,51,75,3
1100,110000000,53,78,4
1101,110100000,55,81,4
1102,110200000,57,84,4
1103,110300000,60,88,4
1104,110400000,60,89,4
1105,110500000,60,88,4
1106,110600000,60,88,5
1107,110700000,61,90,5
1108,110800000,63,93,5
1109,110900000,64,95,5
1110,111000000,66,97,5
1111,111100000,68,100,5
1112,111200000,69,102,6
1113,111300000,71,105,5
1114,111400000,73,107,5
1115,111500000,74,108,5
1116,111600000,74,109,5
