time,time_us,eA,eB,eC
115,11500000,326,473,25
116,11600000,325,474,26
117,11700000,322,471,25
118,11800000,326,474,25
119,11900000,323,470,24
120,12000000,326,475,25
121,12100000,322,470,25
122,12200000,325,475,25
123,12300000,322,470,25
124,12400000,326,474,25
125,12500000,323,469,25
126,12600000,326,474,25
127,12700000,322,470,25
128,12800000,326,474,25
129,12900000,323,470,24
130,13000000,326,475,25
131,13100000,323,470,25
132,13200000,326,474,25
133,13300000,323,470,25
134,13400000,326,474,25
135,13500000,323,470,25
136,13600000,326,473,25
137,13700000,323,471,25
138,13800000,326,474,25
139,13900000,323,470,25
140,14000000,325,474,25
141,14100000,322,470,25
142,14200000,325,474,25
143,14300000,323,470,25
144,14400000,326,474,26
145,14500000,323,470,25
146,14600000,326,474,25
147,14700000,323,470,25
148,14800000,326,473,25
149,14900000,323,470,25
150,15000000,325,473,26
151,15100000,322,470,26
152,15200000,325,473,26
153,15300000,322,470,26
154,15400000,325,473,26
155,15500000,323,470,26
156,15600000,324,472,26
157,15700000,322,470,26
158,15800000,325,473,26
159,15900000,322,470,26
160,16000000,325,473,26
161,16100000,322,470,25
162,16200000,324,472,26
163,16300000,323,470,25
164,16400000,324,473,26
165,16500000,323,471,25
166,16600000,324,473,26
167,16700000,322,471,25
168,16800000,324,472,26
169,16900000,322,471,26
170,17000000,324,472,26
171,17100000,322,470,26
172,17200000,324,472,26
173,17300000,322,471,26
174,17400000,324,472,26
175,17500000,323,471,25
176,17600000,324,472,26
177,17700000,322,470,26
178,17800000,324,472,26
179,17900000,323,471,25
180,18000000,323,473,26
181,18100000,322,471,26
182,18200000,324,472,26
183,18300000,323,470,26
184,18400000,324,472,26
185,18500000,323,471,26
186,18600000,324,472,26
187,18700000,323,471,25
188,18800000,325,472,25
189,18900000,323,471,25
190,19000000,324,472,25
191,19100000,323,471,26
192,19200000,324,472,26
193,19300000,323,471,26
194,19400000,324,471,26
195,19500000,324,471,26
196,19600000,324,472,25
197,19700000,323,471,26
198,19800000,324,471,26
199,19900000,323,471,25
200,20000000,324,472,26
201,20100000,323,471,25
202,20200000,324,472,25
203,20300000,323,471,25
204,20400000,324,472,25
205,20500000,324,471,25
206,20600000,324,472,25
207,20700000,324,471,25
208,20800000,324,471,25
209,20900000,324,471,25
210,21000000,324,472,25
211,21100000,324,471,25
212,21200000,324,472,25
213,21300000,324,471,25
214,21400000,325,471,25
215,21500000,324,471,25
216,21600000,324,472,25
217,21700000,324,471,25
218,21800000,324,472,25
219,21900000,324,472,25
220,22000000,324,472,25
221,22100000,324,471,25
222,22200000,324,472,25
223,22300000,323,472,25
224,22400000,323,472,25
225,22500000,323,471,25
226,22600000,323,472,25
227,22700000,324,472,25
228,22800000,324,472,25
229,22900000,324,472,24
230,23000000,324,472,25
231,23100000,323,472,25
232,23200000,323,472,25
233,23300000,324,472,25
234,23400000,323,471,25
235,23500000,324,471,25
236,23600000,324,471,25
237,23700000,324,471,25
238,23800000,324,471,25
239,23900000,324,471,25
240,24000000,324,471,25
241,24100000,324,472,25
242,24200000,324,471,25
243,24300000,324,471,25
244,24400000,324,471,25
245,24500000,321,469,25
246,24600000,325,473,25
247,24700000,321,469,25
248,24800000,324,472,25
249,24900000,323,471,25
250,25000000,319,466,25
251,25100000,326,475,25
252,25200000,329,477,25
253,25300000,324,471,25
254,25400000,330,479,25
255,25500000,335,488,26
256,25600000,332,485,26
257,25700000,329,479,25
258,25800000,328,478,25
259,25900000,332,484,26
260,26000000,333,485,26
261,26100000,326,475,25
262,26200000,333,486,26
263,26300000,323,471,25
264,26400000,328,478,25
265,26500000,320,466,24
266,26600000,329,478,25
267,26700000,323,471,25
268,26800000,329,478,25
269,26900000,321,468,25
270,27000000,331,480,25
271,27100000,322,468,25
272,27200000,332,482,26
273,27300000,322,468,25
274,27400000,329,479,26
275,27500000,326,473,25
276,27600000,327,474,25
277,27700000,326,471,25
278,27800000,326,472,24
279,27900000,326,472,25
280,28000000,325,471,25
281,28100000,325,472,25
282,28200000,325,471,25
283,28300000,326,471,25
284,28400000,325,471,25
285,28500000,325,471,25
286,28600000,325,471,25
287,28700000,325,471,25
288,28800000,325,471,25
289,28900000,325,471,25
290,29000000,324,471,25
291,29100000,325,472,25
292,29200000,324,471,25
293,29300000,325,472,25
294,29400000,324,472,25
295,29500000,325,472,25
296,29600000,325,472,25
297,29700000,325,471,25
298,29800000,325,471,25
299,29900000,324,471,25
300,30000000,324,472,25
301,30100000,324,472,25
302,30200000,325,472,25
303,30300000,324,471,25
304,30400000,325,471,25
305,30500000,325,471,25
306,30600000,325,471,25
307,30700000,325,471,25
308,30800000,324,471,25
309,30900000,324,471,25
310,31000000,324,472,25
311,31100000,324,471,25
312,31200000,324,472,25
313,31300000,325,472,25
314,31400000,324,472,25
315,31500000,324,471,25
316,31600000,324,471,25
317,31700000,324,471,25
318,31800000,325,471,25
319,31900000,324,471,26
320,32000000,324,471,26
321,32100000,325,471,25
322,32200000,325,471,25
323,32300000,325,471,26
324,32400000,325,471,25
325,32500000,325,470,26
326,32600000,325,471,26
327,32700000,324,471,26
328,32800000,325,471,26
329,32900000,325,470,25
330,33000000,325,471,25
331,33100000,325,471,26
332,33200000,325,471,25
333,33300000,324,471,25
334,33400000,324,472,25
335,33500000,324,471,26
336,33600000,324,471,26
337,33700000,324,471,25
338,33800000,325,472,25
339,33900000,324,471,25
340,34000000,325,472,25
341,34100000,324,471,25
342,34200000,325,472,25
343,34300000,324,471,25
344,34400000,324,472,25
345,34500000,324,471,26
346,34600000,325,471,26
347,34700000,325,471,25
348,34800000,325,471,25
349,34900000,325,471,25
350,35000000,325,472,25
351,35100000,325,471,25
352,35200000,325,472,25
353,35300000,325,471,25
354,35400000,325,472,25
355,35500000,324,471,25
356,35600000,325,471,25
357,35700000,324,471,26
358,35800000,325,471,26
359,35900000,319,464,25
360,36000000,324,472,25
361,36100000,323,468,25
362,36200000,322,466,25
363,36300000,327,474,25
364,36400000,323,469,26
365,36500000,325,473,26
366,36600000,322,470,26
367,36700000,325,472,26
368,36800000,323,470,25
369,36900000,323,469,25
370,37000000,319,463,25
371,37100000,323,470,25
372,37200000,321,467,25
373,37300000,323,469,25
374,37400000,322,467,24
375,37500000,320,465,24
376,37600000,322,468,25
377,37700000,322,467,25
378,37800000,323,469,24
379,37900000,323,469,24
380,38000000,320,465,25
381,38100000,318,462,24
382,38200000,320,465,24
383,38300000,320,464,24
384,38400000,320,465,25
385,38500000,316,459,24
386,38600000,318,462,25
387,38700000,323,469,25
388,38800000,325,470,25
389,38900000,325,473,25
390,39000000,322,469,25
391,39100000,319,462,25
392,39200000,320,466,25
393,39300000,318,463,25
394,39400000,324,470,25
395,39500000,324,470,25
396,39600000,324,471,25
397,39700000,326,472,25
398,39800000,324,470,25
399,39900000,325,472,25
400,40000000,323,470,25
401,40100000,324,471,25
402,40200000,323,469,24
403,40300000,323,470,25
404,40400000,324,471,25
405,40500000,324,471,25
406,40600000,325,472,26
407,40700000,324,471,25
408,40800000,326,472,25
409,40900000,324,471,25
410,41000000,325,471,26
411,41100000,325,471,25
412,41200000,325,471,25
413,41300000,324,471,25
414,41400000,325,472,25
415,41500000,324,471,25
416,41600000,325,471,25
417,41700000,325,471,25
418,41800000,325,472,25
419,41900000,324,471,25
420,42000000,326,473,25
421,42100000,323,469,25
422,42200000,326,472,25
423,42300000,324,471,25
424,42400000,324,471,25
425,42500000,323,471,26
426,42600000,325,472,26
427,42700000,323,469,25
428,42800000,326,472,25
429,42900000,324,471,25
430,43000000,325,471,25
431,43100000,325,471,25
432,43200000,325,471,25
433,43300000,325,471,26
434,43400000,325,471,26
435,43500000,325,470,26
436,43600000,325,471,25
437,43700000,325,471,25
438,43800000,325,471,25
439,43900000,323,470,25
440,44000000,326,473,25
441,44100000,323,469,25
442,44200000,326,473,25
443,44300000,324,470,25
444,44400000,325,472,25
445,44500000,323,470,25
446,44600000,326,473,25
447,44700000,324,470,24
448,44800000,326,474,25
449,44900000,323,470,25
450,45000000,326,473,25
451,45100000,323,470,25
452,45200000,325,473,25
453,45300000,323,471,25
454,45400000,326,473,25
455,45500000,323,470,25
456,45600000,326,473,25
457,45700000,323,470,25
458,45800000,325,473,25
459,45900000,323,470,25
460,46000000,326,473,25
461,46100000,323,471,25
462,46200000,325,473,25
463,46300000,324,470,25
464,46400000,326,473,25
465,46500000,323,470,25
466,46600000,325,473,25
467,46700000,323,471,25
468,46800000,325,473,25
469,46900000,323,471,25
470,47000000,326,473,25
471,47100000,323,471,25
472,47200000,324,473,25
473,47300000,323,471,24
474,47400000,325,473,25
475,47500000,323,471,25
476,47600000,325,473,25
477,47700000,323,471,25
478,47800000,325,473,25
479,47900000,323,471,25
480,48000000,325,473,25
481,48100000,324,471,24
482,48200000,325,473,24
483,48300000,324,471,25
484,48400000,325,473,25
485,48500000,324,471,24
486,48600000,325,473,25
487,48700000,324,471,25
488,48800000,325,472,25
489,48900000,325,471,24
490,49000000,325,473,25
491,49100000,324,471,25
492,49200000,325,473,25
493,49300000,324,471,24
494,49400000,325,473,25
495,49500000,323,471,25
496,49600000,325,473,24
497,49700000,324,471,24
498,49800000,325,472,25
499,49900000,325,471,24
500,50000000,325,472,25
501,50100000,324,472,24
502,50200000,325,472,25
503,50300000,324,471,25
504,50400000,325,472,25
505,50500000,324,472,25
506,50600000,325,472,24
507,50700000,324,471,25
508,50800000,325,472,25
509,50900000,324,471,25
510,51000000,324,472,24
511,51100000,324,472,24
512,51200000,325,472,24
513,51300000,324,472,24
514,51400000,325,472,24
515,51500000,325,472,24
516,51600000,325,472,25
517,51700000,325,472,25
518,51800000,325,472,25
519,51900000,325,472,24
520,52000000,325,472,25
521,52100000,325,471,25
522,52200000,325,472,24
523,52300000,325,472,25
524,52400000,325,471,25
525,52500000,325,472,25
526,52600000,325,471,25
527,52700000,325,472,25
528,52800000,325,472,24
529,52900000,326,472,24
530,53000000,325,472,24
531,53100000,325,472,25
532,53200000,325,471,25
533,53300000,325,472,24
534,53400000,325,472,24
535,53500000,325,472,25
536,53600000,324,471,25
537,53700000,326,472,25
538,53800000,324,471,25
539,53900000,325,472,24
540,54000000,325,471,25
541,54100000,325,472,25
542,54200000,324,471,25
543,54300000,325,472,25
544,54400000,324,472,25
545,54500000,324,472,25
546,54600000,324,471,25
547,54700000,325,472,25
548,54800000,324,471,25
549,54900000,325,472,24
550,55000000,324,472,25
551,55100000,325,472,25
552,55200000,324,472,24
553,55300000,325,473,25
554,55400000,324,471,25
555,55500000,325,472,25
556,55600000,324,471,25
557,55700000,325,472,25
558,55800000,324,471,25
559,55900000,325,472,25
560,56000000,324,471,25
561,56100000,325,473,24
562,56200000,324,471,25
563,56300000,325,472,25
564,56400000,324,471,25
565,56500000,325,473,24
566,56600000,324,472,24
567,56700000,325,472,25
568,56800000,324,472,25
569,56900000,325,472,25
570,57000000,324,471,25
571,57100000,324,473,25
572,57200000,324,472,25
573,57300000,325,472,25
574,57400000,324,471,24
575,57500000,325,473,25
576,57600000,324,472,24
577,57700000,325,472,25
578,57800000,325,471,25
579,57900000,325,473,24
580,58000000,325,471,25
581,58100000,326,473,24
582,58200000,325,471,25
583,58300000,325,472,25
584,58400000,325,471,24
585,58500000,325,472,24
586,58600000,324,472,24
587,58700000,326,473,24
588,58800000,325,471,24
589,58900000,325,472,25
590,59000000,325,472,24
591,59100000,325,473,25
592,59200000,324,471,25
593,59300000,326,472,25
594,59400000,325,471,25
595,59500000,326,472,25
596,59600000,325,471,25
597,59700000,325,471,26
598,59800000,325,471,25
599,59900000,326,472,25
600,60000000,325,471,24
601,60100000,326,473,25
602,60200000,325,471,25
603,60300000,325,472,24
604,60400000,325,471,24
605,60500000,326,472,24
606,60600000,325,471,25
607,60700000,326,472,25
608,60800000,325,471,25
609,60900000,326,473,24
610,61000000,325,472,24
611,61100000,326,473,24
612,61200000,325,471,24
613,61300000,326,472,24
614,61400000,325,471,25
615,61500000,326,472,25
616,61600000,326,472,24
617,61700000,326,472,25
618,61800000,325,472,24
619,61900000,326,472,24
620,62000000,325,471,24
621,62100000,326,473,24
622,62200000,325,471,25
623,62300000,326,472,25
624,62400000,325,471,25
625,62500000,326,472,25
626,62600000,326,471,24
627,62700000,326,472,24
628,62800000,325,471,24
629,62900000,326,472,24
630,63000000,325,471,24
631,63100000,326,472,24
632,63200000,325,472,24
633,63300000,326,472,24
634,63400000,326,472,24
635,63500000,326,472,24
636,63600000,325,472,24
637,63700000,325,473,24
638,63800000,325,472,24
639,63900000,326,472,24
640,64000000,325,472,24
641,64100000,326,472,24
642,64200000,326,472,24
643,64300000,326,472,24
644,64400000,325,472,24
645,64500000,326,472,24
646,64600000,326,472,24
647,64700000,325,472,25
648,64800000,325,471,25
649,64900000,326,472,25
650,65000000,326,471,24
651,65100000,326,472,24
652,65200000,326,471,25
653,65300000,326,472,25
654,65400000,326,472,24
655,65500000,326,472,24
656,65600000,325,472,25
657,65700000,326,472,25
658,65800000,325,472,24
659,65900000,325,472,24
660,66000000,326,471,25
661,66100000,326,472,24
662,66200000,325,472,24
663,66300000,326,472,24
664,66400000,326,472,24
665,66500000,325,472,25
666,66600000,325,472,25
667,66700000,325,472,25
668,66800000,326,472,24
669,66900000,326,472,24
670,67000000,326,472,24
671,67100000,325,472,24
672,67200000,325,472,25
673,67300000,325,472,24
674,67400000,326,472,24
675,67500000,326,471,25
676,67600000,326,471,25
677,67700000,326,472,24
678,67800000,326,472,24
679,67900000,326,472,24
680,68000000,326,472,24
681,68100000,326,472,24
682,68200000,326,472,24
683,68300000,326,473,24
684,68400000,326,473,23
685,68500000,326,472,24
686,68600000,326,472,24
687,68700000,326,472,24
688,68800000,326,472,24
689,68900000,326,472,24
690,69000000,326,472,24
691,69100000,326,472,24
692,69200000,326,472,24
693,69300000,326,472,24
694,69400000,325,472,24
695,69500000,326,471,24
696,69600000,326,472,24
697,69700000,325,472,24
698,69800000,326,472,24
699,69900000,325,471,25
700,70000000,326,472,24
701,70100000,325,472,24
702,70200000,325,472,24
703,70300000,325,472,24
704,70400000,325,472,24
705,70500000,325,472,25
706,70600000,325,472,25
707,70700000,325,471,25
708,70800000,325,471,25
709,70900000,325,472,24
710,71000000,325,472,24
711,71100000,324,472,25
712,71200000,325,472,24
713,71300000,325,472,24
714,71400000,325,472,24
715,71500000,325,472,24
716,71600000,325,472,24
717,71700000,325,472,24
718,71800000,325,472,24
719,71900000,326,472,24
720,72000000,326,472,24
721,72100000,326,471,25
722,72200000,325,472,24
723,72300000,325,472,25
724,72400000,325,472,25
725,72500000,325,472,24
726,72600000,325,472,24
727,72700000,325,472,24
728,72800000,325,472,25
729,72900000,325,471,25
730,73000000,325,472,24
731,73100000,325,472,24
732,73200000,325,472,25
733,73300000,325,472,25
734,73400000,325,472,25
735,73500000,325,471,25
736,73600000,326,471,25
737,73700000,325,472,25
738,73800000,326,471,25
739,73900000,326,471,25
740,74000000,326,472,24
741,74100000,325,471,25
742,74200000,325,472,25
743,74300000,325,471,25
744,74400000,326,471,25
745,74500000,325,471,25
746,74600000,326,471,25
747,74700000,325,471,25
748,74800000,325,471,25
749,74900000,325,471,25
750,75000000,325,472,24
751,75100000,325,472,24
752,75200000,325,472,25
753,75300000,325,471,25
754,75400000,326,471,25
755,75500000,325,471,24
756,75600000,326,472,24
757,75700000,325,472,24
758,75800000,326,472,24
759,75900000,326,472,24
760,76000000,325,472,24
761,76100000,325,471,24
762,76200000,325,471,25
763,76300000,325,471,25
764,76400000,325,472,25
765,76500000,325,472,24
766,76600000,325,472,24
767,76700000,325,471,25
768,76800000,325,472,24
769,76900000,325,472,24
770,77000000,326,472,24
771,77100000,325,472,24
772,77200000,326,472,24
773,77300000,325,472,24
774,77400000,326,472,24
775,77500000,325,472,24
776,77600000,325,472,24
777,77700000,325,471,24
778,77800000,325,472,24
779,77900000,325,472,24
780,78000000,326,472,24
781,78100000,326,472,24
782,78200000,326,472,24
783,78300000,325,472,24
784,78400000,325,472,25
785,78500000,326,471,25
786,78600000,325,472,24
787,78700000,325,472,24
788,78800000,325,472,24
789,78900000,326,472,24
790,79000000,326,472,24
791,79100000,325,472,24
792,79200000,325,472,24
793,79300000,325,471,25
794,79400000,325,472,24
795,79500000,326,472,24
796,79600000,325,472,24
797,79700000,326,472,24
798,79800000,326,471,24
799,79900000,325,472,24
800,80000000,326,472,24
801,80100000,326,472,24
802,80200000,325,472,24
803,80300000,325,472,24
804,80400000,325,472,24
805,80500000,325,471,25
806,80600000,325,471,25
807,80700000,325,472,24
808,80800000,325,472,24
809,80900000,325,472,24
810,81000000,325,471,25
811,81100000,326,471,25
812,81200000,326,471,25
813,81300000,325,472,24
814,81400000,325,472,25
815,81500000,326,472,24
816,81600000,326,472,24
817,81700000,326,472,24
818,81800000,326,472,24
819,81900000,326,472,24
820,82000000,326,472,24
821,82100000,326,471,24
822,82200000,326,472,24
823,82300000,326,472,24
824,82400000,326,472,24
825,82500000,326,472,24
826,82600000,325,472,24
827,82700000,326,472,24
828,82800000,326,472,24
829,82900000,326,471,24
830,83000000,326,472,24
831,83100000,326,471,24
832,83200000,326,471,24
833,83300000,326,472,24
834,83400000,326,472,24
835,83500000,326,472,24
836,83600000,326,472,24
837,83700000,326,472,24
838,83800000,326,472,24
839,83900000,326,471,25
840,84000000,326,471,24
841,84100000,326,472,24
842,84200000,326,472,24
843,84300000,326,472,24
844,84400000,327,471,24
845,84500000,326,472,24
846,84600000,326,471,24
847,84700000,326,472,24
848,84800000,325,472,24
849,84900000,325,471,25
850,85000000,326,471,24
851,85100000,326,471,24
852,85200000,326,472,24
853,85300000,326,472,24
854,85400000,326,471,24
855,85500000,326,471,24
856,85600000,326,471,24
857,85700000,326,471,24
858,85800000,326,471,24
859,85900000,326,471,24
860,86000000,326,471,24
861,86100000,326,472,24
862,86200000,326,471,24
863,86300000,326,471,24
864,86400000,326,471,24
865,86500000,326,471,24
866,86600000,326,471,24
867,86700000,326,471,24
868,86800000,326,471,24
869,86900000,326,471,24
870,87000000,326,472,24
871,87100000,326,472,24
872,87200000,325,472,24
873,87300000,326,472,24
874,87400000,326,472,24
875,87500000,326,472,24
876,87600000,326,472,24
877,87700000,326,472,24
878,87800000,326,472,24
879,87900000,326,472,24
880,88000000,326,471,24
881,88100000,326,472,24
882,88200000,326,472,24
883,88300000,326,472,24
884,88400000,326,471,24
885,88500000,326,472,24
886,88600000,326,471,24
887,88700000,327,472,23
888,88800000,326,472,24
889,88900000,326,472,24
890,89000000,326,472,24
891,89100000,325,471,24
892,89200000,326,472,24
893,89300000,326,472,24
894,89400000,326,472,24
895,89500000,326,471,24
896,89600000,327,472,24
897,89700000,327,472,24
898,89800000,326,472,24
899,89900000,326,472,24
900,90000000,326,472,24
901,90100000,326,472,24
902,90200000,326,472,24
903,90300000,326,472,24
904,90400000,326,472,24
905,90500000,326,472,24
906,90600000,326,472,24
907,90700000,326,472,24
908,90800000,325,472,24
909,90900000,326,472,24
910,91000000,326,472,24
911,91100000,326,472,24
912,91200000,327,472,24
913,91300000,327,472,24
914,91400000,327,472,24
915,91500000,326,472,24
916,91600000,326,472,24
917,91700000,326,472,24
918,91800000,326,472,24
919,91900000,326,472,24
920,92000000,326,471,24
921,92100000,326,471,25
922,92200000,326,471,24
923,92300000,326,472,24
924,92400000,326,472,24
925,92500000,327,472,24
926,92600000,326,472,24
927,92700000,326,472,24
928,92800000,326,472,24
929,92900000,325,472,24
930,93000000,326,472,24
931,93100000,326,471,24
932,93200000,326,471,24
933,93300000,326,472,24
934,93400000,326,471,24
935,93500000,326,471,24
936,93600000,325,471,24
937,93700000,325,472,24
938,93800000,325,472,24
939,93900000,326,472,24
940,94000000,326,471,24
941,94100000,326,471,24
942,94200000,326,471,24
943,94300000,326,471,25
944,94400000,325,471,25
945,94500000,326,472,24
946,94600000,325,472,24
947,94700000,326,472,24
948,94800000,326,472,24
949,94900000,326,472,24
950,95000000,326,472,24
951,95100000,326,471,24
952,95200000,326,471,24
953,95300000,326,471,24
954,95400000,326,471,24
955,95500000,326,471,24
956,95600000,326,471,24
957,95700000,326,471,24
958,95800000,326,471,25
959,95900000,326,471,25
960,96000000,326,471,24
961,96100000,326,471,24
962,96200000,326,472,24
963,96300000,326,471,24
964,96400000,325,471,24
965,96500000,326,471,24
966,96600000,326,471,25
967,96700000,326,471,25
968,96800000,325,471,25
969,96900000,326,472,24
970,97000000,326,472,24
971,97100000,326,472,24
972,97200000,326,472,24
973,97300000,326,471,24
974,97400000,326,471,24
975,97500000,326,472,24
976,97600000,326,471,24
977,97700000,326,472,24
978,97800000,327,471,24
979,97900000,327,471,24
980,98000000,326,472,24
981,98100000,326,471,24
982,98200000,327,471,24
983,98300000,327,471,24
984,98400000,327,471,24
985,98500000,327,471,24
986,98600000,326,471,24
987,98700000,326,471,24
988,98800000,326,472,24
989,98900000,326,472,24
990,99000000,326,471,24
991,99100000,326,471,24
992,99200000,327,472,24
993,99300000,327,471,24
994,99400000,326,471,24
995,99500000,326,471,24
996,99600000,326,471,24
997,99700000,326,472,24
998,99800000,326,471,25
999,99900000,326,471,25
1000,100000000,326,471,25
1001,100100000,326,471,25
1002,100200000,326,471,25
1003,100300000,326,471,25
1004,100400000,326,471,25
1005,100500000,326,471,25
1006,100600000,326,471,25
1007,100700000,326,471,25
1008,100800000,326,471,25
1009,100900000,326,471,25
1010,101000000,325,471,25
1011,101100000,326,471,25
1012,101200000,326,471,25
1013,101300000,325,471,24
1014,101400000,326,471,25
1015,101500000,326,471,25
1016,101600000,326,471,25
1017,101700000,326,471,24
1018,101800000,326,471,25
1019,101900000,326,471,25
1020,102000000,326,471,25
1021,102100000,326,471,25
1022,102200000,325,471,25
1023,102300000,326,471,25
1024,102400000,326,471,25
1025,102500000,326,471,25
1026,102600000,326,471,25
1027,102700000,326,471,24
1028,102800000,326,471,25
1029,102900000,325,471,25
1030,103000000,325,471,25
1031,103100000,325,471,25
1032,103200000,325,471,25
1033,103300000,325,472,24
1034,103400000,326,472,24
1035,103500000,325,472,24
1036,103600000,325,472,24
1037,103700000,326,472,24
1038,103800000,326,472,24
1039,103900000,325,472,24
1040,104000000,325,471,25
1041,104100000,325,471,25
1042,104200000,325,471,25
1043,104300000,329,477,25
1044,104400000,326,472,25
1045,104500000,311,451,24
1046,104600000,247,357,18
1047,104700000,178,255,12
1048,104800000,157,226,12
1049,104900000,128,183,9
1050,105000000,80,114,5
1051,105100000,65,91,4
1052,105200000,35,48,2
1053,105300000,13,16,0
1054,105400000,0,-3,-1
1055,105500000,3,0,-1
1056,105600000,2,-1,-1
1057,105700000,2,0,-1
1058,105800000,1,0,-1
1059,105900000,1,0,-1
1060,106000000,2,0,-1
1061,106100000,1,0,-1
1062,106200000,2,0,-1
1063,106300000,2,0,-1
1064,106400000,2,0,-1
1065,106500000,2,0,-1
1066,106600000,2,0,-1
1067,106700000,1,0,-1
1068,106800000,1,0,-1
1069,106900000,1,0,-1
1070,107000000,2,0,-1
1071,107100000,1,0,0
1072,107200000,1,0,-1
1073,107300000,1,0,-1
1074,107400000,1,0,-1
1075,107500000,1,0,-1
1076,107600000,2,0,-1
1077,107700000,1,0,-1
1078,107800000,1,0,-1
1079,107900000,1,0,-1
1080,108000000,1,0,-1
1081,108100000,1,0,-1
1082,108200000,1,0,-1
1083,108300000,1,0,-1
1084,108400000,1,0,0
1085,108500000,0,0,0
1086,108600000,1,0,0
1087,108700000,1,0,0
1088,108800000,1,0,0
1089,108900000,1,0,0
1090,109000000,1,0,0
1091,109100000,1,0,-1
1092,109200000,1,0,-1
1093,109300000,1,0,-1
1094,109400000,1,0,-1
1095,109500000,1,0,-1
1096,109600000,1,0,-1
1097,109700000,2,0,-1
1098,109800000,1,0,-1
1099,109900000,1,0,-1
1100,110000000,1,0,0
1101,110100000,1,-1,0
1102,110200000,1,0,-1
1103,110300000,2,0,-1
1104,110400000,1,0,-1
1105,110500000,1,0,-1
1106,110600000,1,0,-1
1107,110700000,2,0,-1
1108,110800000,2,-1,-1
1109,110900000,2,0,-1
1110,111000000,2,0,-1
1111,111100000,1,0,-1
1112,111200000,1,0,-1
1113,111300000,1,0,-1
1114,111400000,1,0,-1
1115,111500000,2,-1,-1
1116,111600000,2,0,-1
1117,111700000,2,-1,-1
1118,111800000,2,0,-1
1119,111900000,1,0,-1
1120,112000000,2,0,-1
1121,112100000,2,0,-1
1122,112200000,2,0,-1
1123,112300000,2,0,-1
1124,112400000,1,0,-1
1125,112500000,2,0,-1
1126,112600000,2,0,-1
1127,112700000,2,0,-1
1128,112800000,2,0,-1
1129,112900000,1,0,-1
1130,113000000,2,0,-1
1131,113100000,2,0,-1
1132,113200000,2,0,-1
1133,113300000,1,0,-1
1134,113400000,1,0,-1
1135,113500000,1,0,-1
1136,113600000,2,0,-1
1137,113700000,2,0,-1
1138,113800000,2,0,-1
1139,113900000,2,0,-1
1140,114000000,1,0,-1
1141,114100000,1,0,-1
1142,114200000,1,0,-1
1143,114300000,1,0,-1
1144,114400000,1,0,-1
1145,114500000,1,-1,-1
1146,114600000,1,0,0
1147,114700000,1,-1,-1
1148,114800000,1,0,-1
1149,114900000,2,0,-1
1150,115000000,2,-1,-1
1151,115100000,2,0,-1
